experiment,model,include_derived,include_context_features,rmse,mae,mape,r2,within_10_pct,within_20_pct,log_rmse
A_base_cleaned_features_only,ridge_regression,False,False,44009.28040939242,16015.23499065044,0.09197165368214316,0.6928996848488362,0.7116438356164384,0.9294520547945205,0.13728457352510628
B_base_plus_derived_features,ridge_regression,True,False,49772.569732954966,15605.00700880757,0.08950904443631368,0.6071996604457828,0.7417808219178083,0.9328767123287671,0.13720095553127162
C_base_plus_derived_plus_contextual,ridge_regression,True,True,49772.569732954966,15605.00700880757,0.08950904443631368,0.6071996604457828,0.7417808219178083,0.9328767123287671,0.13720095553127162
